연도,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,연합계,순위
평년,0,0,0,0,0,0.7,4.2,7.1,0.1,0,0,0,12.1,
2015,0,0,0,0,0,1,2,9,0,0,0,0,12,10
2016,0,0,0,0,0,0,6,23,0,0,0,0,29,3
2017,0,0,0,0,0,4,5,5,0,0,0,0,14,8
2018,0,0,0,0,0,1,17,19,0,0,0,0,37,2
2019,0,0,0,0,0,1,5,12,0,0,0,0,18,7
2020,0,0,0,0,0,3,0,10,0,0,0,0,13,9
2021,0,0,0,0,0,0,16,5,0,0,0,0,21,6
2022,0,0,0,0,0,4,11,5,2,0,0,0,22,5
2023,0,0,0,0,0,3,7,15,0,0,0,0,25,4
2024,0,0,0,0,0,6,5,21,11,0,0,0,43,1
