연도,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,연합계,순위
평년,0,0,0,0,0.1,0.4,6.4,7.4,0.4,0,0,0,14.7,
2015,0,0,0,0,0,0,6,10,0,0,0,0,16,4
2016,0,0,0,0,0,0,6,8,0,0,0,0,14,5
2017,0,0,0,0,1,0,11,7,0,0,0,0,19,3
2018,0,0,0,0,0,1,14,8,0,0,0,0,23,1
2019,0,0,0,0,0,0,2,6,0,0,0,0,8,8
2020,0,0,0,0,0,0,0,11,0,0,0,0,11,6
2021,0,0,0,0,0,0,2,5,0,0,0,0,7,9
2022,0,0,0,0,0,0,2,8,0,0,0,0,10,7
2023,0,0,0,0,0,0,2,4,0,0,0,0,6,10
2024,0,0,0,0,0,1,7,10,5,0,0,0,23,1
