Year,Month,Region,Number of Households,Avg Electricity Consumption per Household (kWh),Number of Tropical Nights,Number of Heat Wave Days,Number of Cold Wave Days,Avg Temperature (Celsius),Avg Max Temperature (Celsius),Avg Min Temperature (Celsius),Avg Local Pressure (hPa),Avg Sea Level Pressure (hPa),Avg Vapor Pressure (hPa),Avg Dew Point Temp (Celsius),Avg Relative Humidity (%),Monthly Precipitation (mm),Small Pan Evaporation (mm),Avg Wind Speed (m/s),Avg Cloud Cover (1/10),Sunshine Rate (%),Total Solar Radiation (MJ/m^2),Avg Min Supercool Temp (Celsius),Avg Ground Temp (Celsius),Avg Gas Supply per Household (ton)
2020,7,Ulsan,577954.0,220.0,0.0,0.0,0.0,22.1,25.3,19.8,998.1,1007.6,24.1,20.4,91,498.3,61.9,1.5,8.2,25.14,275.55,18.6,23.8,0.08018248652718613
2020,8,Ulsan,577690.0,268.0,13.0,11.0,0.0,27.6,31.8,24.4,1000.1,1009.4,30.3,24.2,83,137.1,61.9,2.2,6.1,55.14,275.55,23.0,29.1,0.09227748147507024
2020,9,Ulsan,577620.0,313.0,1.0,0.0,0.0,21.1,25.0,18.0,1001.9,1011.5,20.2,17.3,81,243.0,61.9,2.5,6.4,44.7,275.55,16.1,21.8,0.0894076566225777
2020,10,Ulsan,577815.0,215.0,0.0,0.0,0.0,15.9,20.8,11.9,1009.7,1019.5,11.9,8.8,66,18.9,61.9,2.2,4.3,65.93,275.55,9.2,16.7,0.09945059410018776
2020,11,Ulsan,578499.0,220.0,0.0,0.0,0.0,11.0,15.9,6.5,1013.5,1023.3,8.4,2.5,60,37.7,61.9,2.1,3.6,61.62,275.55,3.4,9.7,0.12144790006263334
2020,12,Ulsan,578726.0,229.0,0.0,0.0,0.0,3.4,8.5,-0.9,1014.1,1024.3,3.8,-7.8,47,5.7,61.9,2.4,2.9,77.53,275.55,-4.6,2.1,0.16708518090023025
2021,1,Ulsan,578261.0,259.0,0.0,0.0,1.0,2.1,6.8,-2.6,1012.8,1023.0,4.3,-7.5,52,20.6,61.9,2.5,3.6,67.72,275.55,-5.5,1.0,0.18140591882097068
2021,2,Ulsan,579012.0,253.0,0.0,0.0,0.0,6.5,11.9,1.6,1009.7,1019.7,5.2,-4.7,50,28.8,61.9,2.5,3.5,68.34,275.55,-1.6,4.9,0.13914097790431518
2021,3,Ulsan,578846.0,217.0,0.0,0.0,0.0,10.5,15.4,5.9,1009.3,1019.1,8.5,3.9,68,138.9,61.9,2.4,5.4,55.06,275.55,2.8,10.1,0.13160205921494375
2021,4,Ulsan,578899.0,226.0,0.0,0.0,0.0,13.8,19.0,9.1,1008.6,1018.2,9.5,5.6,62,73.9,61.9,2.3,4.9,61.43,275.55,5.7,14.6,0.10888812188021284
2021,5,Ulsan,578805.0,213.0,0.0,0.0,0.0,17.8,22.7,13.1,999.6,1009.1,13.5,10.7,68,120.4,61.9,1.9,5.9,50.26,275.55,10.7,18.8,0.09765165911662821
2021,6,Ulsan,578214.0,220.0,0.0,0.0,0.0,21.7,25.8,18.2,999.0,1008.3,20.4,17.6,80,93.8,61.9,1.6,6.5,48.78,275.55,16.6,23.9,0.09607350152653976
2021,7,Ulsan,577891.0,235.0,1.0,2.0,0.0,25.9,29.8,22.8,999.5,1008.7,28.2,23.0,85,189.3,61.9,1.7,6.6,53.22,275.55,21.9,29.2,0.10606454958634066
2021,8,Ulsan,578043.0,324.0,2.0,5.0,0.0,25.3,29.2,22.5,999.3,1008.4,27.7,22.7,87,443.9,61.9,1.7,7.0,39.83,275.55,21.8,26.5,0.09782215834577473
2021,9,Ulsan,578194.0,269.0,0.0,0.0,0.0,22.1,25.6,19.5,1004.3,1013.7,22.0,18.9,83,125.2,61.9,2.1,7.0,36.79,275.55,17.9,22.4,0.09175730872913473
2021,10,Ulsan,578757.0,223.0,0.0,0.0,0.0,17.1,22.1,13.0,1010.8,1020.4,15.3,12.0,75,49.0,61.9,1.8,4.1,61.4,275.55,10.5,17.4,0.09986269615745468
2021,11,Ulsan,578620.0,225.0,0.0,0.0,0.0,11.1,16.6,6.1,1008.9,1018.7,8.0,2.9,59,49.7,61.9,1.8,2.8,71.21,275.55,1.8,9.4,0.11948599060696141
2021,12,Ulsan,579143.0,228.0,0.0,0.0,0.0,4.7,9.8,-0.1,1012.9,1023.0,4.6,-6.1,49,3.5,61.9,2.3,2.1,75.64,275.55,-4.0,2.8,0.1567408458791697
2022,1,Ulsan,579319.0,251.0,0.0,0.0,0.0,2.6,8.0,-1.7,1012.6,1022.7,3.0,-11.6,39,0.9,61.9,2.3,3.2,75.34,275.55,-5.7,1.7,0.1685379553262825
2022,2,Ulsan,570267.0,254.0,0.0,0.0,0.0,2.7,7.7,-1.8,1013.4,1023.6,2.8,-11.9,37,2.2,61.9,2.5,3.0,79.52,275.55,-5.9,3.3,0.1543952022619814
2022,3,Ulsan,570228.0,223.0,0.0,0.0,0.0,9.9,15.0,4.9,1007.1,1016.9,7.4,1.1,60,55.5,61.9,2.2,5.3,56.99,275.55,1.4,10.0,0.14635122596575403
2022,4,Ulsan,570590.0,231.0,0.0,0.0,0.0,14.7,20.1,9.8,1007.0,1016.7,9.7,5.4,59,81.0,61.9,2.1,4.2,65.71,275.55,6.2,16.6,0.10515542438236446
2022,5,Ulsan,570404.0,210.0,0.0,0.0,0.0,19.2,24.9,13.8,1002.5,1011.9,11.6,8.5,54,6.1,61.9,1.8,3.9,73.05,275.55,10.4,23.3,0.09514716824683322
2022,6,Ulsan,570296.0,216.0,1.0,0.0,0.0,22.4,26.6,19.1,998.8,1008.1,21.1,17.9,78,147.1,61.9,2.2,5.8,51.78,275.55,17.3,24.7,0.09231892953542253
2022,7,Ulsan,570177.0,265.0,5.0,2.0,0.0,26.0,30.0,22.9,997.1,1006.3,27.5,22.6,83,125.0,61.9,1.5,6.5,41.48,275.55,21.9,28.5,0.10172699540961255
2022,8,Ulsan,570897.0,321.0,14.0,8.0,0.0,26.4,30.2,23.4,998.2,1007.4,26.8,22.0,79,138.5,61.9,2.0,6.8,38.75,275.55,22.0,27.7,0.09269843812748477
2022,9,Ulsan,573857.0,280.0,0.0,0.0,0.0,21.7,25.6,18.4,1003.5,1012.9,20.6,17.5,79,284.8,61.9,2.1,6.8,36.18,275.55,16.5,22.3,0.08276806807851665
2022,10,Ulsan,573803.0,216.0,0.0,0.0,0.0,16.0,21.0,11.8,1011.2,1020.8,12.4,9.2,67,30.4,61.9,2.0,4.8,59.63,275.55,9.1,16.8,0.09548165345655797
2022,11,Ulsan,574618.0,218.0,0.0,0.0,0.0,12.7,18.3,7.7,1010.5,1020.2,8.9,3.7,58,44.9,61.9,1.9,3.5,68.11,275.55,3.5,11.8,0.1145449801288276
2022,12,Ulsan,574405.0,225.0,0.0,0.0,0.0,2.0,6.8,-2.1,1012.6,1022.8,3.2,-9.9,44,9.7,61.9,2.5,3.0,73.51,275.55,-5.9,1.1,0.1759642657474546
2023,1,Ulsan,574389.0,250.0,0.0,0.0,1.0,2.6,7.9,-2.1,1012.5,1022.6,3.8,-9.3,45,41.3,40.3,2.5,2.7,71.56,163.69,-6.0,1.1,0.16472475467264636
2023,2,Ulsan,574333.0,248.0,0.0,0.0,0.0,5.2,10.4,0.6,1013.8,1023.8,4.7,-4.7,53,28.0,89.0,2.4,4.7,56.21,343.1,-2.4,4.4,0.13843448254467933
2023,3,Ulsan,574955.0,211.0,0.0,0.0,0.0,11.4,17.2,6.3,1009.5,1019.3,7.3,1.2,54,68.3,144.1,2.3,4.1,62.42,514.37,3.1,11.9,0.11892628646589733
2023,4,Ulsan,575727.0,218.0,0.0,0.0,0.0,14.1,18.8,9.2,1004.9,1014.5,9.6,5.2,60,57.7,158.2,2.6,4.2,57.3,555.11,6.7,15.5,0.09329387297857027
2023,5,Ulsan,577656.0,207.0,0.0,0.0,0.0,17.8,22.5,13.3,1003.8,1013.2,13.9,11.3,69,195.2,153.1,2.1,6.0,45.95,565.3,11.3,20.1,0.08844113777057624
2023,6,Ulsan,579297.0,215.0,0.0,0.0,0.0,22.3,26.9,18.4,997.7,1007.0,19.7,17.0,74,141.4,162.6,1.8,6.3,46.95,602.14,17.2,26.3,0.086517158734351
2023,7,Ulsan,580565.0,239.0,2.0,2.0,0.0,25.8,29.8,22.5,999.0,1008.1,26.3,21.8,80,266.9,150.6,1.8,6.6,37.64,533.64,21.8,28.1,0.0938632128300305
2023,8,Ulsan,580493.0,325.0,3.0,4.0,0.0,26.5,30.2,23.6,996.4,1005.5,27.3,22.5,80,403.3,151.2,2.1,5.8,46.9,530.64,23.0,29.7,0.09483112630987797
2023,9,Ulsan,580589.0,300.0,0.0,0.0,0.0,22.9,26.5,20.2,1003.2,1012.6,22.4,19.1,80,276.7,112.0,1.9,6.6,38.35,397.48,19.1,24.9,0.086462840747356
2023,10,Ulsan,581196.0,224.0,0.0,0.0,0.0,16.4,21.9,11.7,1008.1,1017.7,11.3,8.4,62,4.3,134.1,1.9,3.5,65.53,459.24,7.8,18.8,0.09231328451446097
2023,11,Ulsan,581675.0,214.0,0.0,0.0,0.0,10.4,16.1,5.2,1010.0,1019.8,7.4,0.3,53,33.1,106.2,2.3,2.6,67.53,347.51,0.8,10.5,0.11792051424191628
2023,12,Ulsan,581868.0,225.0,0.0,0.0,0.0,4.9,9.6,0.6,1013.0,1023.1,5.4,-4.1,56,126.7,74.7,2.5,3.6,62.84,277.38,-3.6,3.7,0.15013874855923792
2024,1,Ulsan,584146.0,245.0,0.0,0.0,0.0,3.4,8.3,-0.7,1013.0,1023.1,4.5,-5.7,55,42.3,77.2,2.5,3.3,63.34,309.49,-4.6,2.6,0.16336024605150082
2024,2,Ulsan,584381.0,247.0,0.0,0.0,0.0,6.0,10.0,2.5,1013.6,1023.7,6.8,0.7,71,105.4,59.9,2.6,6.3,31.91,247.49,-0.3,5.9,0.13493510399608016
2024,3,Ulsan,584959.0,224.0,0.0,0.0,0.0,8.6,13.3,3.6,1007.4,1017.3,6.3,-0.9,56,80.2,128.2,2.7,4.4,57.87,481.87,0.0,9.5,0.13549429437504734
2024,4,Ulsan,585030.0,224.0,0.0,0.0,0.0,14.9,20.2,10.6,1004.1,1013.7,11.5,8.6,69,99.1,121.6,1.9,5.8,47.48,499.0,7.4,16.5,0.09721379402195897
2024,5,Ulsan,585610.0,208.0,0.0,0.0,0.0,17.9,23.5,12.4,1003.2,1012.7,12.8,10.2,64,69.3,193.5,2.2,4.2,62.67,711.7,8.9,21.9,0.09332788901885783
2024,6,Ulsan,585131.0,214.0,0.0,1.0,0.0,22.6,27.4,18.4,998.2,1007.5,19.0,16.4,71,124.6,148.4,1.5,6.1,47.92,599.66,16.0,27.5,0.09539027917395135
2024,7,Ulsan,585200.0,254.0,13.0,7.0,0.0,26.9,30.6,23.8,997.9,1007.0,27.0,22.3,78,209.2,166.8,2.3,6.3,43.69,564.56,22.9,29.5,0.10524323791581226
2024,8,Ulsan,585839.0,370.0,7.0,10.0,0.0,28.0,32.3,24.5,997.8,1006.9,28.1,23.0,76,89.1,177.1,2.1,4.1,65.15,654.79,23.3,33.7,0.10711430095697509
2024,9,Ulsan,587318.0,353.0,3.0,5.0,0.0,24.7,29.0,21.5,1003.6,1012.9,24.7,20.6,80,237.0,128.7,1.9,5.8,45.1,453.19,20.5,27.5,0.09354811907405074
2024,10,Ulsan,587424.0,256.0,0.0,0.0,0.0,17.8,21.9,14.3,1009.4,1019.0,15.5,13.1,76,174.3,92.4,2.1,6.5,34.78,316.49,12.1,18.1,0.0878751524452525
2024,11,Ulsan,587679.0,220.0,0.0,0.0,0.0,11.8,16.4,7.8,1010.9,1020.7,9.4,4.9,65,67.5,83.8,2.1,4.3,49.31,289.55,3.9,10.4,0.10194138460792371
2024,12,Ulsan,588430.0,224.0,0.0,0.0,0.0,4.1,8.8,0.0,1011.0,1021.1,3.7,-7.5,45,0.0,92.7,2.5,2.6,77.53,329.81,-5.3,1.6,0.1461894502206436
2016,1,Seoul,4399911.0,242.0,0.0,0.0,5.0,-3.2,1.1,-6.8,1014.5,1025.5,2.8,-12.0,53,1.0,38.2,2.5,4.0,63.86,246.52,-10.3,-1.4,0.11033956732306631
2016,2,Seoul,4404389.0,245.0,0.0,0.0,0.0,0.2,5.1,-4.1,1013.3,1024.2,3.5,-9.4,52,47.6,45.4,2.8,3.7,62.26,288.43,-7.9,1.1,0.09042074871225045
2016,3,Seoul,4410047.0,219.0,0.0,0.0,0.0,7.0,12.6,2.4,1010.9,1021.5,5.2,-3.5,51,40.5,83.0,2.4,3.6,68.29,432.76,-1.5,9.1,0.07123311452236222
2016,4,Seoul,4414548.0,219.0,0.0,0.0,0.0,14.1,20.3,9.1,1003.2,1013.3,8.3,3.6,55,76.8,97.4,2.4,4.8,55.47,460.4,5.3,17.0,0.04130879605341249
2016,5,Seoul,4421494.0,206.0,0.0,0.0,0.0,19.6,25.7,14.1,1001.3,1011.3,12.0,9.1,56,160.5,130.7,2.4,4.6,63.57,594.54,10.8,23.2,0.03503002288366783
2016,6,Seoul,4427182.0,215.0,0.0,0.0,0.0,23.6,28.7,19.5,997.6,1007.4,17.9,15.5,63,54.4,132.4,2.1,5.3,51.97,508.07,16.5,28.2,0.034673196855245614
2016,7,Seoul,4431201.0,235.0,10.0,4.0,0.0,26.2,29.8,23.3,997.8,1007.5,24.4,20.6,73,358.2,134.0,2.1,7.2,35.76,403.01,21.2,28.3,0.039720916293348014
2016,8,Seoul,4439018.0,315.0,22.0,20.0,0.0,28.0,32.6,24.5,996.0,1005.6,24.0,20.0,64,67.1,168.3,2.1,4.6,56.11,468.05,22.3,31.9,0.04144572313065637
2016,9,Seoul,4443438.0,262.0,0.0,0.0,0.0,23.1,27.9,19.3,1003.3,1013.2,18.0,15.5,65,33.0,127.9,2.0,5.8,51.41,370.92,17.1,24.9,0.03533764958574869
2016,10,Seoul,4446447.0,206.0,0.0,0.0,0.0,16.1,21.3,11.6,1009.0,1019.2,11.7,8.2,62,74.8,106.4,2.1,5.3,56.27,318.14,8.8,17.0,0.04600058451163367
2016,11,Seoul,4456103.0,214.0,0.0,0.0,0.0,6.8,11.6,2.8,1012.6,1023.2,6.2,-1.8,57,16.7,69.6,2.2,4.7,56.76,235.03,-0.2,7.2,0.08083077478236028
2016,12,Seoul,4462272.0,222.0,0.0,0.0,0.0,1.2,5.8,-2.7,1014.2,1025.0,4.2,-6.4,59,61.1,50.0,2.2,4.7,55.71,205.35,-5.6,1.6,0.09642656521162313
2017,1,Seoul,4468653.0,236.0,0.0,0.0,1.0,-1.8,2.9,-5.8,1014.7,1025.6,3.2,-10.3,55,14.9,52.2,2.3,3.5,67.97,256.11,-9.6,-0.7,0.10473333888310415
2017,2,Seoul,4471467.0,238.0,0.0,0.0,0.0,-0.2,4.8,-4.7,1012.6,1023.5,3.3,-9.2,54,11.1,63.1,2.4,2.8,69.31,311.86,-8.6,1.0,0.09420466258612666
2017,3,Seoul,4478389.0,208.0,0.0,0.0,0.0,6.3,12.3,1.7,1009.0,1019.6,4.5,-4.9,48,7.9,116.9,2.4,3.9,68.73,444.9,-2.7,8.1,0.08430381460833349
2017,4,Seoul,4482548.0,216.0,0.0,0.0,0.0,13.9,20.0,9.1,1002.6,1012.8,8.0,2.9,52,61.6,165.8,2.6,4.4,65.66,488.91,5.2,16.9,0.053291591523392495
2017,5,Seoul,4489360.0,202.0,0.0,0.0,0.0,19.5,25.4,14.4,1002.0,1012.0,11.4,8.3,52,16.1,215.3,2.4,3.9,68.48,645.35,10.3,25.0,0.050846601297289594
2017,6,Seoul,4492219.0,210.0,0.0,1.0,0.0,23.3,28.8,18.7,998.4,1008.2,15.7,13.1,57,66.6,214.6,2.4,4.7,64.51,625.27,15.8,28.6,0.0550666116233425
2017,7,Seoul,4495876.0,248.0,10.0,5.0,0.0,26.9,30.4,24.3,997.5,1007.2,26.9,22.2,77,621.0,122.7,2.0,7.9,27.44,375.27,23.1,28.3,0.0553382063918133
2017,8,Seoul,4504246.0,300.0,9.0,7.0,0.0,25.9,29.7,22.9,997.7,1007.4,23.7,19.7,71,297.0,139.1,2.3,7.0,39.47,411.09,21.2,27.7,0.04888010756961321
2017,9,Seoul,4513796.0,233.0,0.0,0.0,0.0,22.1,27.4,17.5,1003.1,1013.0,16.0,13.6,61,35.0,147.3,2.0,4.2,64.75,445.23,14.5,24.2,0.03882359924994395
2017,10,Seoul,4517074.0,203.0,0.0,0.0,0.0,16.4,22.5,11.6,1010.7,1020.9,10.7,7.0,56,26.5,94.6,1.9,4.5,66.14,240.97,7.5,16.8,0.0457368103776914
2017,11,Seoul,4524785.0,213.0,0.0,0.0,0.0,5.6,10.5,1.3,1012.4,1023.0,5.4,-3.9,54,40.7,57.9,2.1,4.2,59.45,145.34,-4.4,5.4,0.08509484826350865
2017,12,Seoul,4529914.0,228.0,0.0,0.0,2.0,-1.9,2.2,-5.7,1015.1,1026.0,3.3,-10.3,56,34.8,36.9,1.8,3.9,58.96,151.69,-9.8,-1.5,0.1156504350855226
2018,1,Seoul,4535178.0,245.0,0.0,0.0,7.0,-4.0,0.1,-7.3,1013.5,1024.6,2.5,-13.9,48,8.5,39.2,1.9,4.3,65.01,158.99,-11.7,-2.8,0.12584518248236343
2018,2,Seoul,4539683.0,247.0,0.0,0.0,3.0,-1.6,3.3,-5.9,1012.8,1023.8,2.6,-13.0,45,29.6,65.7,2.2,3.9,66.53,309.28,-11.8,-1.1,0.10434247941981853
2018,3,Seoul,4544889.0,211.0,0.0,0.0,0.0,8.1,13.6,3.8,1009.9,1020.3,6.6,-0.2,59,49.5,107.2,1.9,5.2,56.38,446.41,-0.4,8.4,0.08286895411527101
2018,4,Seoul,4554272.0,216.0,0.0,0.0,0.0,13.0,18.5,8.1,1005.4,1015.6,8.0,2.6,55,130.3,151.3,2.0,4.7,56.54,513.19,3.2,14.5,0.059788277467836784
2018,5,Seoul,4562357.0,203.0,0.0,0.0,0.0,18.2,23.3,13.4,1001.3,1011.2,13.1,10.1,63,222.0,159.4,1.7,5.4,52.66,561.24,10.1,21.1,0.05225017178620612
2018,6,Seoul,4568233.0,213.0,0.0,0.0,0.0,23.1,28.4,18.9,997.8,1007.6,17.3,14.9,63,171.5,182.6,1.7,5.9,53.51,602.59,15.2,27.9,0.04915903588980684
2018,7,Seoul,4575584.0,245.0,12.0,16.0,0.0,27.8,32.1,24.2,998.9,1008.5,24.6,20.6,68,185.6,179.0,1.5,5.1,52.64,561.1,21.4,31.3,0.052568258172071586
2018,8,Seoul,4591968.0,371.0,17.0,19.0,0.0,28.8,33.3,25.2,997.4,1007.0,24.9,20.8,65,202.6,175.1,1.7,5.8,55.19,517.16,22.3,31.8,0.05349766156907017
2018,9,Seoul,4599038.0,261.0,0.0,0.0,0.0,21.5,26.0,17.6,1003.3,1013.2,15.4,12.9,61,68.5,144.9,1.6,5.1,58.6,470.96,14.3,23.5,0.03911664048003082
2018,10,Seoul,4598825.0,201.0,0.0,0.0,0.0,13.1,18.6,8.5,1008.6,1018.9,8.9,4.6,59,120.5,109.1,1.5,3.7,69.43,403.34,4.1,14.0,0.06177442433665121
2018,11,Seoul,4608670.0,211.0,0.0,0.0,0.0,7.8,13.2,3.6,1013.1,1023.7,6.3,-1.0,58,79.1,71.1,1.4,4.0,58.13,265.35,-0.3,7.1,0.07614016234618665
2018,12,Seoul,4613070.0,222.0,0.0,0.0,1.0,-0.6,4.1,-4.7,1016.8,1027.8,3.1,-11.6,46,16.4,56.5,1.8,3.8,66.92,253.64,-8.8,0.0,0.10954892316830224
2019,1,Seoul,4617350.0,240.0,0.0,0.0,0.0,-0.9,4.1,-5.1,1015.4,1026.4,2.7,-12.0,46,0.0,63.3,1.8,3.1,70.01,285.25,-11.1,-0.4,0.11329859226612668
2019,2,Seoul,4620355.0,234.0,0.0,0.0,0.0,1.0,6.0,-3.2,1013.7,1024.5,3.2,-10.1,47,23.8,71.1,1.8,4.8,62.98,319.96,-7.8,1.6,0.08957679269233641
2019,3,Seoul,4634329.0,205.0,0.0,0.0,0.0,7.1,12.4,2.7,1006.6,1017.1,5.1,-3.4,51,26.8,109.2,2.1,4.7,54.99,417.72,-2.6,8.2,0.0756742760386671
2019,4,Seoul,4643126.0,215.0,0.0,0.0,0.0,12.1,17.6,7.2,1004.8,1015.1,7.2,0.7,51,47.3,147.9,1.9,4.9,56.13,502.12,1.6,14.0,0.062024551347518886
2019,5,Seoul,4649911.0,200.0,0.0,1.0,0.0,19.4,25.6,13.7,1001.6,1011.5,10.2,6.4,47,37.8,230.1,2.1,3.8,71.4,701.39,8.2,24.3,0.04679673524934133
2019,6,Seoul,4657690.0,207.0,0.0,0.0,0.0,22.5,27.7,18.1,997.2,1007.0,16.1,13.8,61,74.0,178.8,1.7,5.4,53.18,589.02,14.2,26.5,0.03996282899892436
2019,7,Seoul,4667648.0,229.0,6.0,4.0,0.0,25.9,30.1,22.7,996.2,1005.9,22.6,19.1,69,194.4,144.2,1.8,7.2,33.44,426.99,20.2,28.4,0.0514755165770855
2019,8,Seoul,4677003.0,308.0,11.0,10.0,0.0,27.2,31.6,23.6,996.9,1006.6,24.2,20.4,69,190.5,160.1,1.6,5.6,58.59,486.24,21.0,28.9,0.05058844050345916
2019,9,Seoul,4686246.0,261.0,0.0,0.0,0.0,22.6,27.1,19.0,1004.7,1014.6,17.8,15.1,65,139.8,133.1,2.2,6.6,45.22,386.78,15.4,24.0,0.04070087891246
2019,10,Seoul,4689110.0,207.0,0.0,0.0,0.0,16.4,21.8,11.8,1008.8,1018.9,11.7,8.5,62,55.5,121.2,2.1,4.2,67.8,395.43,7.0,17.1,0.04559921392332447
2019,11,Seoul,4696180.0,208.0,0.0,0.0,0.0,7.6,12.9,3.1,1012.2,1022.7,6.1,-1.5,56,78.8,82.1,2.2,4.1,66.45,284.28,-1.1,7.6,0.07339410989357308
2019,12,Seoul,4700507.0,220.0,0.0,0.0,0.0,1.4,5.3,-2.6,1014.9,1025.8,4.2,-6.5,58,22.6,52.4,2.1,4.4,54.93,223.25,-6.5,1.6,0.10840809874339087
2020,1,Seoul,4705280.0,234.0,0.0,0.0,0.0,1.6,5.9,-1.7,1012.8,1023.6,3.9,-6.9,56,60.5,60.5,2.1,4.8,57.93,252.58,-6.3,1.0,0.10317267155195865
2020,2,Seoul,4707557.0,233.0,0.0,0.0,0.0,2.5,7.2,-1.3,1014.0,1024.8,4.6,-5.6,58,53.1,67.5,2.3,4.7,58.99,313.44,-5.6,3.1,0.09152883183358163
2020,3,Seoul,4714415.0,220.0,0.0,0.0,0.0,7.7,13.3,2.6,1007.1,1017.6,4.8,-4.4,46,16.3,143.6,2.5,3.4,70.77,515.18,-3.1,8.9,0.07708042206721301
2020,4,Seoul,4723785.0,222.0,0.0,0.0,0.0,11.1,16.6,6.3,1006.7,1017.0,6.6,-0.1,50,16.9,179.0,3.0,3.1,71.59,637.52,0.7,15.4,0.04970620191223775
2020,5,Seoul,4731749.0,208.0,0.0,0.0,0.0,18.0,23.3,13.7,1000.1,1010.1,13.5,10.9,67,112.4,162.6,2.4,6.3,40.38,564.83,10.1,21.4,0.034461568227731436
2020,6,Seoul,4738702.0,222.0,0.0,2.0,0.0,23.9,29.0,19.9,996.2,1005.9,19.4,16.9,68,139.6,188.8,2.3,5.9,46.62,603.98,16.5,28.7,0.03634917747518202
2020,7,Seoul,4746749.0,238.0,0.0,0.0,0.0,24.1,28.0,21.1,996.9,1006.7,22.7,19.4,77,270.4,139.2,2.4,7.5,26.62,464.55,18.8,25.8,0.044176067030298
2020,8,Seoul,4751818.0,276.0,13.0,2.0,0.0,26.5,29.3,24.4,998.6,1008.3,29.2,23.6,85,675.7,99.7,2.3,8.1,17.76,325.97,22.3,27.0,0.04894155226483842
2020,9,Seoul,4756152.0,287.0,0.0,0.0,0.0,21.4,25.6,18.0,1001.9,1011.8,17.9,15.4,71,181.5,136.4,2.5,5.8,46.77,452.05,14.4,22.4,0.04238525640055238
2020,10,Seoul,4763625.0,210.0,0.0,0.0,0.0,14.3,19.5,9.6,1010.5,1020.7,10.0,6.1,61,0.0,123.3,2.1,3.7,65.3,428.25,4.9,14.4,0.05688969639717652
2020,11,Seoul,4772339.0,216.0,0.0,0.0,0.0,8.0,12.6,4.0,1014.5,1025.1,7.4,1.0,64,120.1,72.8,2.2,4.1,56.17,281.51,0.7,8.1,0.0761160183717041
2020,12,Seoul,4774486.0,231.0,0.0,0.0,2.0,-0.3,3.9,-4.2,1015.9,1026.8,3.7,-8.0,58,4.6,55.2,2.2,3.3,68.16,276.39,-7.7,-0.4,0.10845677105347047
2021,1,Seoul,4777855.0,257.0,0.0,0.0,5.0,-2.4,2.2,-6.8,1013.9,1024.9,3.4,-10.2,58,18.9,52.4,2.5,3.9,59.25,270.25,-9.8,-2.0,0.12239151836964494
2021,2,Seoul,4784548.0,245.0,0.0,0.0,0.0,2.7,7.9,-2.2,1010.7,1021.5,4.4,-6.0,56,7.1,75.8,2.6,4.0,59.74,348.55,-4.9,2.3,0.08870284883754954
2021,3,Seoul,4787473.0,211.0,0.0,0.0,0.0,9.0,14.8,4.3,1009.2,1019.7,7.0,1.5,63,110.9,117.6,2.4,4.7,57.37,476.94,0.7,9.7,0.07897179931876379
2021,4,Seoul,4793381.0,216.0,0.0,0.0,0.0,14.2,19.5,9.5,1007.9,1018.1,8.4,4.1,54,124.1,163.2,2.6,4.8,52.74,558.28,4.4,15.7,0.0629478868881902
2021,5,Seoul,4798550.0,206.0,0.0,0.0,0.0,17.1,21.9,12.8,998.9,1008.9,13.0,10.3,68,183.1,159.1,2.4,5.6,46.25,570.5,8.7,18.8,0.05573042043950776
2021,6,Seoul,4803182.0,218.0,0.0,0.0,0.0,22.8,27.6,18.9,997.7,1007.5,19.8,17.2,73,104.6,162.8,2.2,5.6,41.96,563.35,15.9,25.2,0.05212813047683806
2021,7,Seoul,4809953.0,270.0,17.0,15.0,0.0,28.1,32.2,24.6,998.1,1007.7,26.4,21.9,71,168.3,181.4,2.0,5.9,43.51,578.3,22.1,29.7,0.05656770429981332
2021,8,Seoul,4810246.0,362.0,4.0,3.0,0.0,25.9,29.7,22.8,998.6,1008.2,24.3,20.5,74,211.2,137.0,2.1,7.0,30.24,428.88,20.3,28.2,0.05009399145074909
2021,9,Seoul,4814257.0,259.0,0.0,0.0,0.0,22.6,26.9,18.8,1003.4,1013.3,19.0,16.6,71,131.0,146.4,2.3,5.4,48.82,474.13,15.1,24.6,0.045823094820239135
2021,10,Seoul,4816654.0,218.0,0.0,0.0,0.0,15.6,20.5,11.6,1011.0,1021.2,13.1,9.6,70,57.0,98.3,2.1,4.7,48.38,353.62,7.6,16.7,0.052198350763829
2021,11,Seoul,4820320.0,217.0,0.0,0.0,0.0,8.2,13.1,4.0,1009.1,1019.6,7.6,2.2,68,62.4,67.8,2.1,4.2,53.57,271.64,-1.2,7.9,0.06583022351213198
2021,12,Seoul,4825957.0,225.0,0.0,0.0,3.0,0.6,5.1,-3.5,1014.4,1025.2,4.4,-6.4,62,7.9,53.3,2.3,3.2,62.07,257.25,-7.8,0.8,0.10433952416070014
2022,1,Seoul,3995818.0,233.0,0.0,0.0,0.0,-2.2,2.6,-6.2,1014.3,1025.2,3.0,-10.4,55,5.5,55.7,2.2,3.1,67.35,301.7,-11.7,-1.6,0.13957645818703454
2022,2,Seoul,4761227.0,245.0,0.0,0.0,0.0,-1.1,3.8,-5.3,1014.9,1025.9,3.3,-9.6,55,4.7,67.1,2.6,3.2,67.33,376.05,-10.3,0.8,0.10663411385342476
2022,3,Seoul,4764225.0,218.0,0.0,0.0,0.0,7.7,12.7,3.2,1006.8,1017.3,6.7,0.1,62,102.6,99.2,2.5,5.2,46.64,425.4,-1.7,8.3,0.09831191767811134
