Year,Month,Region,Number of Households,Avg Electricity Consumption per Household (kWh),Number of Tropical Nights,Number of Heat Wave Days,Number of Cold Wave Days,Avg Temperature (Celsius),Avg Max Temperature (Celsius),Avg Min Temperature (Celsius),Avg Local Pressure (hPa),Avg Sea Level Pressure (hPa),Avg Vapor Pressure (hPa),Avg Dew Point Temp (Celsius),Avg Relative Humidity (%),Monthly Precipitation (mm),Small Pan Evaporation (mm),Avg Wind Speed (m/s),Avg Cloud Cover (1/10),Sunshine Rate (%),Total Solar Radiation (MJ/m^2),Avg Min Supercool Temp (Celsius),Avg Ground Temp (Celsius),Avg Gas Supply per Household (ton)
2022,4,Seoul,4768114.0,220.0,0.0,0.0,0.0,14.8,20.6,10.0,1006.6,1016.8,9.2,4.8,55,20.4,182.6,2.7,4.1,62.35,615.24,3.7,18.1,0.05961782100847421
2022,5,Seoul,4770008.0,202.0,0.0,0.0,0.0,19.1,25.0,13.9,1001.9,1011.8,12.0,9.1,55,7.5,234.6,2.6,3.9,68.69,764.61,7.6,25.2,0.047210670715856246
2022,6,Seoul,4773180.0,214.0,2.0,0.0,0.0,23.3,27.5,19.8,997.0,1006.8,20.9,17.7,73,393.8,139.8,2.5,6.9,29.83,440.59,16.7,25.8,0.046105011543666904
2022,7,Seoul,4779332.0,277.0,10.0,10.0,0.0,27.3,31.0,24.2,995.6,1005.2,27.7,22.7,77,252.3,151.9,2.1,6.9,31.22,508.79,22.1,29.1,0.05720928364047528
2022,8,Seoul,4786966.0,329.0,12.0,0.0,0.0,25.7,28.9,23.1,996.8,1006.5,26.6,21.8,80,564.8,123.1,2.3,7.3,28.55,402.81,20.9,26.8,0.05360833103890857
2022,9,Seoul,4790550.0,261.0,0.0,0.0,0.0,22.4,27.2,18.2,1003.1,1012.9,18.2,15.6,68,201.5,135.3,2.4,5.1,54.65,496.22,13.6,24.0,0.041972269363643004
2022,10,Seoul,4795050.0,213.0,0.0,0.0,0.0,14.6,19.7,10.3,1011.1,1021.4,11.6,8.4,69,124.1,109.0,2.2,4.2,62.02,420.22,4.7,15.7,0.05083054441559525
2022,11,Seoul,4801628.0,212.0,0.0,0.0,0.0,10.0,15.4,5.6,1010.7,1021.2,8.2,3.1,65,84.5,77.7,2.1,3.7,61.37,298.77,-0.8,9.5,0.07155569340232104
2022,12,Seoul,4803896.0,225.0,0.0,0.0,4.0,-2.8,1.7,-6.6,1014.0,1025.0,3.1,-10.1,59,13.6,48.8,2.3,3.4,65.99,275.5,-11.6,-1.8,0.11815656937618967
2023,1,Seoul,4807229.0,247.0,0.0,0.0,2.0,-1.5,3.2,-5.7,1013.7,1024.6,3.8,-8.0,63,47.9,50.7,2.4,3.6,62.16,290.78,-10.5,-1.2,0.11395529857221282
2023,2,Seoul,4813757.0,238.0,0.0,0.0,0.0,2.3,7.3,-1.9,1014.8,1025.6,4.3,-5.5,59,1.0,70.0,2.3,3.5,65.52,363.91,-8.3,2.0,0.08339023635800477
2023,3,Seoul,4818859.0,204.0,0.0,0.0,0.0,9.8,16.2,4.2,1009.4,1019.8,6.2,-0.8,51,10.5,145.6,2.3,3.4,64.71,520.57,-2.7,9.9,0.07666495637245248
2023,4,Seoul,4821114.0,210.0,0.0,0.0,0.0,13.8,19.0,8.8,1004.0,1014.2,9.1,4.6,60,96.9,147.5,2.5,5.4,46.18,498.03,2.6,15.6,0.05451937830136354
2023,5,Seoul,4825130.0,201.0,0.0,0.0,0.0,19.5,25.0,14.6,1002.4,1012.4,14.0,11.3,63,155.6,192.0,2.3,5.3,53.57,648.18,9.5,23.2,0.0501072889227855
2023,6,Seoul,4828850.0,216.0,1.0,2.0,0.0,23.4,27.9,19.7,996.5,1006.2,20.5,17.7,73,195.6,164.7,2.2,5.7,44.13,572.17,16.6,26.5,0.04596162895927602
2023,7,Seoul,4834192.0,266.0,9.0,6.0,0.0,26.7,30.2,23.9,996.9,1006.6,28.0,22.9,81,459.9,141.3,2.1,6.7,32.55,478.8,21.8,28.2,0.05220830699318521
2023,8,Seoul,4838055.0,340.0,14.0,11.0,0.0,27.2,30.8,24.3,995.1,1004.8,27.1,22.4,76,298.1,146.4,2.2,6.5,37.03,469.76,22.0,29.2,0.05321972631563717
2023,9,Seoul,4843078.0,292.0,1.0,0.0,0.0,23.7,27.6,20.2,1002.5,1012.3,21.2,18.2,74,134.5,130.3,2.0,6.2,42.06,425.79,16.5,25.4,0.04655865402126499
2023,10,Seoul,4848664.0,216.0,0.0,0.0,0.0,15.8,21.0,11.5,1008.0,1018.1,11.8,9.0,67,31.0,115.0,1.9,3.7,59.85,416.57,5.8,16.1,0.050711104955921876
2023,11,Seoul,4857156.0,211.0,0.0,0.0,0.0,6.8,11.5,2.9,1010.5,1021.1,7.5,0.2,65,81.9,69.1,2.6,3.8,56.23,284.12,-1.8,7.0,0.0801106746417039
2023,12,Seoul,4870737.0,224.0,0.0,0.0,5.0,1.1,5.2,-2.5,1013.5,1024.3,5.3,-4.1,69,85.9,40.9,2.4,4.4,49.17,217.32,-7.8,1.0,0.10169819906104559
2024,1,Seoul,4874414.0,242.0,0.0,0.0,1.0,-0.5,3.6,-3.9,1014.1,1025.0,4.1,-6.3,67,18.9,50.7,2.3,3.9,57.77,279.71,-8.6,-0.1,0.1099825897020647
2024,2,Seoul,4877485.0,235.0,0.0,0.0,0.0,3.8,8.2,0.2,1013.1,1023.8,6.0,-0.9,73,74.7,54.5,2.5,6.0,34.85,259.99,-4.7,3.3,0.08672050882780777
2024,3,Seoul,4880106.0,213.0,0.0,0.0,0.0,7.0,12.0,2.4,1007.5,1018.0,5.8,-1.7,57,29.9,106.2,2.7,4.1,54.8,438.18,-3.6,7.4,0.08272167633244032
2024,4,Seoul,4882040.0,211.0,0.0,0.0,0.0,16.3,22.4,11.5,1003.5,1013.6,10.2,6.7,56,33.2,162.8,2.4,4.8,52.85,558.15,6.5,17.9,0.050442204897952495
2024,5,Seoul,4885748.0,198.0,0.0,0.0,0.0,18.5,23.7,13.8,1002.8,1012.8,13.1,10.5,63,125.1,195.4,2.4,4.2,59.46,686.87,10.6,22.4,0.045139616288027956
2024,6,Seoul,4890087.0,218.0,1.0,4.0,0.0,24.6,30.1,19.9,997.3,1007.0,18.2,15.7,61,115.9,198.5,2.2,4.2,64.6,714.52,15.8,30.0,0.048120886806308355
2024,7,Seoul,4890640.0,267.0,13.0,2.0,0.0,26.6,29.6,24.1,996.1,1005.7,28.0,22.8,81,557.3,121.3,2.5,7.9,21.48,402.43,22.8,27.5,0.0520614234537811
2024,8,Seoul,4893594.0,364.0,25.0,21.0,0.0,29.3,33.3,26.3,996.7,1006.3,29.3,23.6,73,72.8,151.0,2.1,4.9,42.56,507.93,23.7,31.2,0.055117290890907576
2024,9,Seoul,4897255.0,346.0,9.0,6.0,0.0,25.5,29.8,22.0,1002.5,1012.2,23.5,19.7,72,143.9,141.4,2.3,5.2,44.79,439.21,19.4,26.2,0.04808739610251049
2024,10,Seoul,4902482.0,236.0,0.0,0.0,0.0,16.7,21.4,12.7,1009.2,1019.3,13.1,10.6,70,74.0,105.3,2.0,4.7,47.84,367.11,7.7,17.7,0.04491520764380165
2024,11,Seoul,4911167.0,207.0,0.0,0.0,0.0,9.7,14.9,5.5,1010.8,1021.3,7.9,2.3,63,60.0,81.1,2.0,4.0,61.96,293.01,-0.3,8.9,0.06130800968486716
2024,12,Seoul,4916320.0,219.0,0.0,0.0,0.0,0.8,5.3,-2.9,1012.2,1023.0,3.8,-7.2,56,5.7,61.1,2.2,2.9,69.07,288.48,-9.5,-0.4,0.09824624556578905
